Product,Rating,Title,Review,Brand,Line,RatingNumeric,HairPattern,HairDensity,ScalpCondition,HairConcerns
"GIOVANNI More Body Gel, 6.8 oz. - Volumizing Style, Hair Thickener, Plumps Hair, Seals Split Ends, Adds Shine, Paraben-Free, Color Safe",1.0 out of 5 stars,came damaged and spilled all over,product was damaged and the product spilled all over.  obviously no point in sending it back.  i normally go to whole foods and get this product but i got lazy...won't order it online anymore.,Giovanni,Curly Girl Products,1,wavy,medium,sensitive scalp,breakage
"GIOVANNI More Body Gel, 6.8 oz. - Volumizing Style, Hair Thickener, Plumps Hair, Seals Split Ends, Adds Shine, Paraben-Free, Color Safe",1.0 out of 5 stars,made hair sticky-gave no volume at all. it actually did the opposite!! do not buy!!,do not buy if you are looking to add volume to your hair. this is sticky and weighs hair down. complete waste of money,Giovanni,Curly Girl Products,1,3b,medium,,volume
"GIOVANNI More Body Gel, 6.8 oz. - Volumizing Style, Hair Thickener, Plumps Hair, Seals Split Ends, Adds Shine, Paraben-Free, Color Safe",5.0 out of 5 stars,perfect for curly hair,worked great on my curly hair. has a stiff hold with lots of cast on day one. i can get 3-4 days out of it.,Giovanni,Curly Girl Products,5,curly,fine,,"shine, volume"
"GIOVANNI More Body Gel, 6.8 oz. - Volumizing Style, Hair Thickener, Plumps Hair, Seals Split Ends, Adds Shine, Paraben-Free, Color Safe",1.0 out of 5 stars,i do not like this product.,"i had used la hold before but the type i used was no longer available.  this is much thinner consistency and when it dries and i run a comb through my hair, the comb is full of a fuzzy residue.  it doesn't hold the set.",Giovanni,Curly Girl Products,1,curly,fine,dry scalp,"dryness, frizz, breakage, split ends"
"GIOVANNI More Body Gel, 6.8 oz. - Volumizing Style, Hair Thickener, Plumps Hair, Seals Split Ends, Adds Shine, Paraben-Free, Color Safe",5.0 out of 5 stars,my favorite,this is my favorite hair gel. i have loose curls and this gives some super hold to them when i diffuse and even after i get the crunch out. this version is more liquidy and easy to spread and they have another one that's thicker but both give amazing hold and aren't flaky when dry. i love trying new hair products but i always come back to this gel. it's just that good.,Giovanni,Curly Girl Products,5,curly,thick,dry scalp,dryness
"Maui Moisture Frizz-Free + Shea Butter Leave-in Conditioning Mist, Curly Hair Styling, No Drying Alcohols, Parabens or Silicone, 8oz",5.0 out of 5 stars,can't get enough of it!!,works perfect for curly hair.,Maui Moisture,All Products,5,curly,fine,,"volume, shine"
"Maui Moisture Frizz-Free + Shea Butter Leave-in Conditioning Mist, Curly Hair Styling, No Drying Alcohols, Parabens or Silicone, 8oz",5.0 out of 5 stars,great product,this is a great product but one of the bottled had leaked into the bag it was wrapped in. appreciate them being individually wrapped but dont like losing product i paid for.,Maui Moisture,All Products,5,wavy,medium,,"breakage, shine"
"Maui Moisture Frizz-Free + Shea Butter Leave-in Conditioning Mist, Curly Hair Styling, No Drying Alcohols, Parabens or Silicone, 8oz",5.0 out of 5 stars,works!,works really good and smells amazing will definitely buy again,Maui Moisture,All Products,5,coily,medium,,shine
"Maui Moisture Frizz-Free + Shea Butter Leave-in Conditioning Mist, Curly Hair Styling, No Drying Alcohols, Parabens or Silicone, 8oz",2.0 out of 5 stars,meh..,"i bought this as a more cost effective alternative for it's a ten which i have been using for years.  i found it to be inferior to it.  left my hair with tangles and was not as thick a product,  so i quit using it.",Maui Moisture,All Products,2,coily,thick,sensitive scalp,"frizz, volume, shine, dryness"
"Maui Moisture Frizz-Free + Shea Butter Leave-in Conditioning Mist, Curly Hair Styling, No Drying Alcohols, Parabens or Silicone, 8oz",5.0 out of 5 stars,smells good,smells good and gets the job done,Maui Moisture,All Products,5,3b,fine,,
"Maui Moisture Frizz-Free + Shea Butter Leave-in Conditioning Mist, Curly Hair Styling, No Drying Alcohols, Parabens or Silicone, 8oz",5.0 out of 5 stars,good product.,i have used this daily for several years. if you straighten your hair this is a must have. local places quit selling. this has fast shipping and good price.,Maui Moisture,All Products,5,straight,,,shine
"Maui Moisture Frizz-Free + Shea Butter Leave-in Conditioning Mist, Curly Hair Styling, No Drying Alcohols, Parabens or Silicone, 8oz",5.0 out of 5 stars,super sketch trying new products but loved it!,"i got this about 2 weeks ago with the shampoo and conditioner and i honestly love it. i’ve been trying to find something lightweight & hydrating for my thin-ish curly hair and this is perf. it doesn’t weigh it down, my hair isn’t frizzy, my curls look so pretty, and it doesn’t make my hair greasy (like someheavier creams do bc my hair is thin). would recommend for sure, hope this helps!however, i used it paired with the shampoo & conditioner that are also purple. started noticing my hair falling out a bit more than usual, not sure if it was the switch from summer to winter and maybe it made it dry or maybe it was the shampoo & conditioner itself and not this product but idk. for now i’ve switched the shampoo & conditioner to see if it’s helped and suspended using the product but it worked so well that i don’t wanna throw it out. might try again down the road",Maui Moisture,All Products,5,curly,fine,dry scalp,"frizz, dryness"
"Maui Moisture Frizz-Free + Shea Butter Leave-in Conditioning Mist, Curly Hair Styling, No Drying Alcohols, Parabens or Silicone, 8oz",5.0 out of 5 stars,"buen producto,  excelente precio","tengo el pelo seco y vivo en el caribe, requiero productos hidratantes siempre. estos son maravillosos, lo dejan suaves y no tienen sulfatos. voy por mi segundo set de shampoo y mascarilla.",Maui Moisture,All Products,5,4c,fine,sensitive scalp,shine
"Maui Moisture Frizz-Free + Shea Butter Leave-in Conditioning Mist, Curly Hair Styling, No Drying Alcohols, Parabens or Silicone, 8oz",5.0 out of 5 stars,super gentil,es un shampoo muy hidratante y gentil con el cabello.,Maui Moisture,All Products,5,3a,fine,dry scalp,
"Maui Moisture Frizz-Free + Shea Butter Leave-in Conditioning Mist, Curly Hair Styling, No Drying Alcohols, Parabens or Silicone, 8oz",2.0 out of 5 stars,didn’t work for me,my hair felt like dry straw after using this conditioner. it definitely did not live up to expectations.,Maui Moisture,All Products,2,4c,medium,dry scalp,dryness
"Maui Moisture Frizz-Free + Shea Butter Leave-in Conditioning Mist, Curly Hair Styling, No Drying Alcohols, Parabens or Silicone, 8oz",1.0 out of 5 stars,don’t just don’t,the spray doesn’t even work,Maui Moisture,All Products,1,wavy,medium,dry scalp,"frizz, breakage, dryness"
"Maui Moisture Frizz-Free + Shea Butter Leave-in Conditioning Mist, Curly Hair Styling, No Drying Alcohols, Parabens or Silicone, 8oz",1.0 out of 5 stars,do not buy this product.,this product is horrible! it left my hair so soft and smelling good but i noticed all the hair i was loosing ever since i started using this. it caused me to loose hair like a unhealthy amount of it. dont buy this unless u wabt soft hair for abt 6 months then u go bald cause this makes ur hair fall out so fast.,Maui Moisture,All Products,1,wavy,medium,flaky scalp,"frizz, breakage, shine, split ends, volume, dryness"
"Maui Moisture Moisture Detoxifying + Volcanic Ash Conditioner - black , 13 Fl Oz",5.0 out of 5 stars,great detoxifying shampoo,"i was looking for a more clarifying/detoxifying shampoo to add into my wash routine to get rid of product buildup and congestion. this does the job well and is very affordable! not sure why some reviews say the smell is bad? the one i received smelled as expected based on the ingredients. i would have rather have that than intense floral fragrances which can be irritating. also saw reviews that said this can be drying. i would not recommend using this as your sole shampoo, or using it everyday. i have curly hair, and wash my hair around 2-3 times a week. i use this once a week and alternate with a hydrating shampoo. the two together help balance my hair.",Maui Moisture,All Products,5,curly,fine,sensitive scalp,dryness
"Maui Moisture Moisture Detoxifying + Volcanic Ash Conditioner - black , 13 Fl Oz",1.0 out of 5 stars,completely dried out my hair and smells too weird,"i never originally had dry hair to buy this particular one but bought it for the ""congested"" aspect (to see if it'd help dandruff caused by excess oily hair) but this dried it out of any sort of moisture my hair could produce.i have curly hair, (3b-3c) and by the next morning, my hair would frizz to the point where there's wasn't a single discernable curl, something that has never happened before...this happened with my first and second use, by the second time i knew it was the product- not me.i'll be fixing this damage with their other product that does work wonders on me, the orange bottled for ""thick and curly"" one.hopefully, those who have my hair type see this before buying! it's truly terribleupdate: looked up the devacurl lawsuit which made me wary and looked up maui moisture on “think dirty” and this scored a red 8, bad...so i’ll just be switching brands. the experience with this shampoo was just a bit too peculiar for me",Maui Moisture,All Products,1,curly,fine,flaky scalp,"frizz, dryness"
"Maui Moisture Moisture Detoxifying + Volcanic Ash Conditioner - black , 13 Fl Oz",5.0 out of 5 stars,softness and squeeky clean!,"i hesitated on this shampoo, read the reviews and thought the price was decent so why not? it truly does get rid of all the residue left in your hair- my hair smelled great and made it soft! i personally needed conditioner, and i could feel in the shower that i absolutely needed conditioner. i just ordered maui conditioner! i will buy this product again.",Maui Moisture,All Products,5,4a,fine,sensitive scalp,
"Maui Moisture Moisture Detoxifying + Volcanic Ash Conditioner - black , 13 Fl Oz",5.0 out of 5 stars,super oily hair,i have extremely oily hair that can look like i haven’t washed it in days by noon. i have been looking for sulfate and paraben free shampoo options. i came across this after my mom used a few other shampoos from maui moisture and loved them. this shampoo makes my hair look so clean and shiny! my mom has thick course curly hair and also tried it for her “detox” day and loves it as well! needless to say this is an excellent shampoo!,Maui Moisture,All Products,5,curly,thick,oily scalp,shine
"Maui Moisture Moisture Detoxifying + Volcanic Ash Conditioner - black , 13 Fl Oz",1.0 out of 5 stars,intense perfume smell,"i wouldn't say the odor is from the ingredients as the shampoo's scent is very strong and on the perfume-y side of smells -- it isn't a dark shampoo, if you are expecting the charcoal to turn the product dark grey, it's not -- there is a hint of charcoal in it -- as it isn't totally translucent, but i doubt there is enough in it to do anything, -- ended up throwing it away, mostly couldn't stand the odor (which of course lingers strongly in your hair",Maui Moisture,All Products,1,4c,fine,sensitive scalp,"volume, split ends"
"Maui Moisture Moisture Detoxifying + Volcanic Ash Conditioner - black , 13 Fl Oz",4.0 out of 5 stars,very great product!!!,i really liked this product! i have been struggling with product buildup for months now and this product left not only my scalp but my hair feeling great. coming from a 3c/4a hair texture it’s a must if you’ve been trying to get a detox going. if you’re a natural hair beauty who doesn’t like strong fragrance in their products i ought to say stay away from this!,Maui Moisture,All Products,4,3c,,,
"Maui Moisture Moisture Detoxifying + Volcanic Ash Conditioner - black , 13 Fl Oz",1.0 out of 5 stars,the quantity has been reduced.,"i won’t purchase from maui anymore. you can rise your price if you want to, but why reduce the quantity of it? before when i purchased the same item in target, the bottle was full; when i started purchased thru amazon, i can feel the bottle is getting lighter and lighter, more and more air and empty space in it. not gonna take it anymore, won’t purchase again and will search another brand.",Maui Moisture,All Products,1,wavy,fine,sensitive scalp,"volume, dryness, breakage, color-treated, split ends, frizz"
"Maui Moisture Moisture Detoxifying + Volcanic Ash Conditioner - black , 13 Fl Oz",1.0 out of 5 stars,probably fake,i have use this exact shampoo for several months but the bottle that was shipped to me smelled so bad that i threw in the garbage.,Maui Moisture,All Products,1,coily,medium,sensitive scalp,"breakage, volume"
"Maui Moisture Moisture Detoxifying + Volcanic Ash Conditioner - black , 13 Fl Oz",5.0 out of 5 stars,my favorite shampoo of all time,"i don't say this lightly, this is the best shampoo i have ever used. i have used it for a few years now and nothing else compares, even expensive brands. it doesn't cause build-up and leaves my hair so shiny. it lathers well and i like that the first ingredient is aloe so i feel like i'm paying for real stuff instead of just water. i *highly* recommend!",Maui Moisture,All Products,5,curly,fine,dry scalp,shine
"Maui Moisture Moisture Detoxifying + Volcanic Ash Conditioner - black , 13 Fl Oz",5.0 out of 5 stars,just get it,used at a friends house and fell in love on the first use. love the smell! my hair is so soft even if i just use the shampoo and thats scary to admit cuz i must have conditioner with my fine hair.,Maui Moisture,All Products,5,3c,fine,,
"Maui Moisture Moisture Detoxifying + Volcanic Ash Conditioner - black , 13 Fl Oz",5.0 out of 5 stars,price,my daughter like using this shampoo. it is hard to find it in the store. but amazon all ways has it. great buy as well,Maui Moisture,All Products,5,coily,fine,sensitive scalp,shine
"Maui Moisture Moisture Detoxifying + Volcanic Ash Conditioner - black , 13 Fl Oz",2.0 out of 5 stars,too fragrant,such a strong smell!!  not expected from a product that is supposedly free of all the bad stuff.  fragrance is overpowering.,Maui Moisture,All Products,2,3a,thick,sensitive scalp,shine
"Maui Moisture Moisture Detoxifying + Volcanic Ash Conditioner - black , 13 Fl Oz",5.0 out of 5 stars,love!,initially found this stuff on a clearance spot at a local store. tried it out and absolutely love it! smells great and makes my hair feel and look amazing.,Maui Moisture,All Products,5,4c,medium,dry scalp,shine
"Maui Moisture Moisture Detoxifying + Volcanic Ash Conditioner - black , 13 Fl Oz",5.0 out of 5 stars,best conditioner,"this conditioner has helped me with dry scalp issue! no wonder what i used before, nothing is as effective as this. i can't seem to find this at local walgreens and cvs.. i am glad amazon still sells this here.",Maui Moisture,All Products,5,4a,fine,dry scalp,dryness
"Maui Moisture Moisture Detoxifying + Volcanic Ash Conditioner - black , 13 Fl Oz",5.0 out of 5 stars,great product,good texture and great smell. easy to apply and leaves my hair soft.,Maui Moisture,All Products,5,coily,fine,,
"Maui Moisture Moisture Detoxifying + Volcanic Ash Conditioner - black , 13 Fl Oz",5.0 out of 5 stars,works great on hubby dandruff!,this has worked better than head and shoulders or all the others he has tried.  he has black/ gray hair.  part american indian.  i don't know if that matters on giving a review but i like to know who is leaving it.  i order 3 bottles at a time.  he has used for over a year now. valerie writing,Maui Moisture,All Products,5,3c,fine,,
"Maui Moisture Moisture Detoxifying + Volcanic Ash Conditioner - black , 13 Fl Oz",5.0 out of 5 stars,overall great product.,i love this product. my one draw back is that is does not double as a leave-in as do so many of the newer maui masks that provide dual versitility.,Maui Moisture,All Products,5,,medium,dry scalp,
"Maui Moisture Moisture Detoxifying + Volcanic Ash Conditioner - black , 13 Fl Oz",5.0 out of 5 stars,excelente,super buen producto ayuda a la limpieza profunda del cabello.. con un olor muy agradable,Maui Moisture,All Products,5,4c,fine,,"color-treated, shine"
"Maui Moisture Moisture Detoxifying + Volcanic Ash Conditioner - black , 13 Fl Oz",1.0 out of 5 stars,not for me...didn’t leave hair feeling healthy.,i’ve used wen for over a decade... thought i’d change it up. this shampoo is terrible. leaves hair gummy and is very drying.  cannot come thru you hair at all after using. through this product away.,Maui Moisture,All Products,1,4c,medium,dry scalp,dryness
"Maui Moisture Moisture Detoxifying + Volcanic Ash Conditioner - black , 13 Fl Oz",5.0 out of 5 stars,love it!👍,love all maui moisture.use this one to deep clean my hair once every week.,Maui Moisture,All Products,5,4a,medium,,
"Maui Moisture Moisture Detoxifying + Volcanic Ash Conditioner - black , 13 Fl Oz",5.0 out of 5 stars,love the smell,this is my favorite shampoo and conditioner which i discovered at cvs but they no longer carry it. glad it’s here!,Maui Moisture,All Products,5,4a,thick,sensitive scalp,shine
"Maui Moisture Moisture Detoxifying + Volcanic Ash Conditioner - black , 13 Fl Oz",5.0 out of 5 stars,love this,this is our favorite and reminds us of maui.,Maui Moisture,All Products,5,3a,fine,,
"Maui Moisture Moisture Detoxifying + Volcanic Ash Conditioner - black , 13 Fl Oz",1.0 out of 5 stars,smells like rancid :(,i received the product yesterday. the product smells rancid; it doesn’t smell good like i bought in the pharmacy store.,Maui Moisture,All Products,1,wavy,medium,sensitive scalp,"dryness, breakage, volume"
"Maui Moisture Moisture Detoxifying + Volcanic Ash Conditioner - black , 13 Fl Oz",5.0 out of 5 stars,heads about the rest,love this shampoo-- hard to find in stores but happy to find it online !!!,Maui Moisture,All Products,5,3c,medium,dry scalp,"shine, color-treated"
"Maui Moisture Moisture Detoxifying + Volcanic Ash Conditioner - black , 13 Fl Oz",5.0 out of 5 stars,love it,this was a gift. they love it!,Maui Moisture,All Products,5,4b,fine,,shine
"Maui Moisture Moisture Detoxifying + Volcanic Ash Conditioner - black , 13 Fl Oz",5.0 out of 5 stars,malibu,love this,Maui Moisture,All Products,5,coily,fine,,"shine, color-treated, volume"
"Maui Moisture Moisture Detoxifying + Volcanic Ash Conditioner - black , 13 Fl Oz",5.0 out of 5 stars,excelent!,i have a greasy scalp. i have tried every shampoo that is out there with no improvement in my scalp. this is the only product that made a diference. a substancial one.,Maui Moisture,All Products,5,4a,medium,oily scalp,frizz
"Maui Moisture Moisture Detoxifying + Volcanic Ash Conditioner - black , 13 Fl Oz",4.0 out of 5 stars,wonderful,smells wonderful & leaves my scalp & hair feeling clean but not stripped,Maui Moisture,All Products,4,4c,medium,sensitive scalp,shine
"Maui Moisture Moisture Detoxifying + Volcanic Ash Conditioner - black , 13 Fl Oz",5.0 out of 5 stars,great shampoo,"smells great and my hair always feel clean. i have a sensitive scalp and similar products cause itching, but not this!",Maui Moisture,All Products,5,4c,medium,sensitive scalp,shine
"Maui Moisture Moisture Detoxifying + Volcanic Ash Conditioner - black , 13 Fl Oz",5.0 out of 5 stars,so far so good,wife likes it so far,Maui Moisture,All Products,5,coily,fine,,shine
"Maui Moisture Moisture Detoxifying + Volcanic Ash Conditioner - black , 13 Fl Oz",1.0 out of 5 stars,do not use if you love your hair,"this product has caused extreme hair loss! i have split ends from it and chunks of my hair fell off. i used the hairmask, conditioner and shampoo for over a year and my hair has never been worse. check the ingredients they are not good!!",Maui Moisture,All Products,1,curly,medium,sensitive scalp,"breakage, split ends"
"Maui Moisture Moisture Detoxifying + Volcanic Ash Conditioner - black , 13 Fl Oz",5.0 out of 5 stars,daily shampoo,daily shampooing doesn’t dry out hair.,Maui Moisture,All Products,5,3b,fine,normal scalp,dryness
"Maui Moisture Moisture Detoxifying + Volcanic Ash Conditioner - black , 13 Fl Oz",5.0 out of 5 stars,smells great and feels great,makes my hair not get as greasy the next day! can go a second day without washing my hair- which is supposedly good for it.,Maui Moisture,All Products,5,4a,medium,,shine
"Maui Moisture Moisture Detoxifying + Volcanic Ash Conditioner - black , 13 Fl Oz",5.0 out of 5 stars,great shampoo.,i love this scent. it arrived quickly.,Maui Moisture,All Products,5,coily,fine,,
"Maui Moisture Moisture Detoxifying + Volcanic Ash Conditioner - black , 13 Fl Oz",5.0 out of 5 stars,loves it,makes my hair manageable and soft,Maui Moisture,All Products,5,3b,fine,,
"Maui Moisture Moisture Detoxifying + Volcanic Ash Conditioner - black , 13 Fl Oz",4.0 out of 5 stars,feels good,nice,Maui Moisture,All Products,4,coily,fine,dry scalp,"shine, color-treated, split ends, volume"
"Maui Moisture Moisture Detoxifying + Volcanic Ash Conditioner - black , 13 Fl Oz",5.0 out of 5 stars,i love this shampoo,i like this shampoo because my hair has a lot less static electricity when i use it.,Maui Moisture,All Products,5,coily,fine,sensitive scalp,"volume, shine"
"Maui Moisture Moisture Detoxifying + Volcanic Ash Conditioner - black , 13 Fl Oz",5.0 out of 5 stars,beautiful hair!,love love love! works great! smells great! i have baby fine hair and am 70 yrs young and i can truly say all the medicine i take every week this shampoo takes it all out!!,Maui Moisture,All Products,5,coily,fine,dry scalp,"shine, volume, dryness"
"Maui Moisture Moisture Detoxifying + Volcanic Ash Conditioner - black , 13 Fl Oz",5.0 out of 5 stars,super conditioning,great for detangling and clearing up flakes on the scalp.,Maui Moisture,All Products,5,coily,fine,flaky scalp,"shine, frizz, dryness"
"Maui Moisture Moisture Detoxifying + Volcanic Ash Conditioner - black , 13 Fl Oz",4.0 out of 5 stars,love it 💪💪💪❤️❤️❤️,amazing stuff,Maui Moisture,All Products,4,coily,thick,,shine
"Maui Moisture Moisture Detoxifying + Volcanic Ash Conditioner - black , 13 Fl Oz",5.0 out of 5 stars,awesome!,smells incredible and made my hair and scalp ridiculously smooth!,Maui Moisture,All Products,5,straight,medium,,shine
"Maui Moisture Moisture Detoxifying + Volcanic Ash Conditioner - black , 13 Fl Oz",2.0 out of 5 stars,to each it own. maybe.,didnt like at all.,Maui Moisture,All Products,2,wavy,thick,sensitive scalp,"dryness, breakage, heat damage, frizz, split ends"
"Maui Moisture Moisture Detoxifying + Volcanic Ash Conditioner - black , 13 Fl Oz",5.0 out of 5 stars,awesome!,love this product!,Maui Moisture,All Products,5,coily,fine,sensitive scalp,shine
"Maui Moisture Moisture Detoxifying + Volcanic Ash Conditioner - black , 13 Fl Oz",5.0 out of 5 stars,lo máximo para limpieza profunda,"es lo máximo para súper clarificar el cabello, además de que ayuda a desenredar el cabello súper fácil antes del shampoo, el olor es riquísimo, lo súper recomiendo para limpieza profunda",Maui Moisture,All Products,5,4a,fine,oily scalp,"shine, volume"
"Maui Moisture Moisture Detoxifying + Volcanic Ash Conditioner - black , 13 Fl Oz",5.0 out of 5 stars,love it!,love the shampoo. when it's time to shampoo my hair this is the best one i've used. it cleans the build up of product off my scalp and let's it breath without being overly drying.,Maui Moisture,All Products,5,coily,,sensitive scalp,dryness
"Maui Moisture Moisture Detoxifying + Volcanic Ash Conditioner - black , 13 Fl Oz",5.0 out of 5 stars,great product,great product that had been difficult to find!! works well for hair condition.,Maui Moisture,All Products,5,coily,thick,dry scalp,"shine, volume"
"Maui Moisture Moisture Detoxifying + Volcanic Ash Conditioner - black , 13 Fl Oz",4.0 out of 5 stars,thickness,the scent smells good but did not see any thickness.,Maui Moisture,All Products,4,3b,thick,,
"Maui Moisture Moisture Detoxifying + Volcanic Ash Conditioner - black , 13 Fl Oz",5.0 out of 5 stars,super good mask,my hair is so soft and feels so good afterwards. i also love the smell.,Maui Moisture,All Products,5,curly,medium,,shine
"Maui Moisture Moisture Detoxifying + Volcanic Ash Conditioner - black , 13 Fl Oz",5.0 out of 5 stars,love it,great smell and feel,Maui Moisture,All Products,5,coily,thick,,
"Maui Moisture Moisture Detoxifying + Volcanic Ash Conditioner - black , 13 Fl Oz",5.0 out of 5 stars,i love this product!!,"it maked my hair soft, smooth and it smells fantastic.",Maui Moisture,All Products,5,straight,medium,dry scalp,shine
"Maui Moisture Moisture Detoxifying + Volcanic Ash Conditioner - black , 13 Fl Oz",5.0 out of 5 stars,the smell 🖤,best smelling one!!!!!,Maui Moisture,All Products,5,coily,thick,,
"Maui Moisture Moisture Detoxifying + Volcanic Ash Conditioner - black , 13 Fl Oz",5.0 out of 5 stars,recommend,loved it,Maui Moisture,All Products,5,coily,fine,,"shine, volume, color-treated"
"Maui Moisture Moisture Detoxifying + Volcanic Ash Conditioner - black , 13 Fl Oz",4.0 out of 5 stars,works okay. good price and smell.,works alright. i might buy it again.,Maui Moisture,All Products,4,coily,fine,,"shine, volume"
"Maui Moisture Moisture Detoxifying + Volcanic Ash Conditioner - black , 13 Fl Oz",1.0 out of 5 stars,itchy scalp,dried out my hair and my scalp is really itchy. i've never had an itchy scalp using any other products.,Maui Moisture,All Products,1,coily,medium,dry scalp,dryness
"Maui Moisture Moisture Detoxifying + Volcanic Ash Conditioner - black , 13 Fl Oz",4.0 out of 5 stars,good shampoo but with doubt,"good shampoo but i wonder why my hair is such smooth after every use, is there any additive?",Maui Moisture,All Products,4,straight,medium,,shine
"Maui Moisture Moisture Detoxifying + Volcanic Ash Conditioner - black , 13 Fl Oz",5.0 out of 5 stars,great for fine hair,"love the smell, great for fine hair. doesn't strip hair like some clarifying shampoos.",Maui Moisture,All Products,5,4a,fine,dry scalp,
"Maui Moisture Moisture Detoxifying + Volcanic Ash Conditioner - black , 13 Fl Oz",5.0 out of 5 stars,scalps need love too!,great for my new bald head.,Maui Moisture,All Products,5,4c,fine,dry scalp,shine
"Maui Moisture Moisture Detoxifying + Volcanic Ash Conditioner - black , 13 Fl Oz",2.0 out of 5 stars,oh god it burns,"okay so i love the smell, and how well it lathers, but the itchiness. oh god. it doesnt stop. maybe my scalp is just really sensitive or something",Maui Moisture,All Products,2,4c,fine,sensitive scalp,
"Maui Moisture Moisture Detoxifying + Volcanic Ash Conditioner - black , 13 Fl Oz",5.0 out of 5 stars,best shampoo ever,it amazing how it enhances the hair ! the smell is great and the hair looks shiny and healthy,Maui Moisture,All Products,5,4c,medium,dry scalp,shine
"Maui Moisture Moisture Detoxifying + Volcanic Ash Conditioner - black , 13 Fl Oz",5.0 out of 5 stars,wife loves it.,my wife loves it and the whole line of products from them.,Maui Moisture,All Products,5,3c,fine,sensitive scalp,shine
"Maui Moisture Moisture Detoxifying + Volcanic Ash Conditioner - black , 13 Fl Oz",1.0 out of 5 stars,very unhappy,the item was uncapped and spilled in the closed bag  very unhappy,Maui Moisture,All Products,1,3b,medium,,breakage
"Maui Moisture Moisture Detoxifying + Volcanic Ash Conditioner - black , 13 Fl Oz",5.0 out of 5 stars,smells amazing!,people always comment on how good i smell when i wash my hair with this shampoo!,Maui Moisture,All Products,5,coily,medium,,
"Maui Moisture Moisture Detoxifying + Volcanic Ash Conditioner - black , 13 Fl Oz",5.0 out of 5 stars,love,love it,Maui Moisture,All Products,5,coily,fine,,"shine, volume, color-treated"
"Maui Moisture Moisture Detoxifying + Volcanic Ash Conditioner - black , 13 Fl Oz",5.0 out of 5 stars,oily scalp,"this works wonders. i tend to have an oily scalp and all the other hair masks make that worse. this mask didn’t leave any residue or film feeling. my scalp felt purified and my hair strands felt very soft. after the second or third time using i noticed my hair/scalp didn’t get oily as fast as it used to, where as before i had to wash my hair every other day. now i can go 2/3 days without a wash. i would definitely recommend",Maui Moisture,All Products,5,curly,medium,oily scalp,"shine, volume"
"Maui Moisture Moisture Detoxifying + Volcanic Ash Conditioner - black , 13 Fl Oz",5.0 out of 5 stars,love love love,"i have finally found the perfect product and i'm in love! i've been using both the volcanic ash shampoo and conditioner together, and my hair is so soft and easy to comb through. it doesn't make my hair greasy quickly like some other products do, and my hair smells amazing. maui moisture has everything i look for in a product, so i first thought it was too good to be true. i've been using it for a month and i still love it! it also doesn't require much per use so i know it's going to last a while. i have nothing bad to say about this product and i 10/10 recommend!",Maui Moisture,All Products,5,curly,fine,sensitive scalp,"shine, volume"
"Maui Moisture Moisture Detoxifying + Volcanic Ash Conditioner - black , 13 Fl Oz",5.0 out of 5 stars,worth the price!,my husband brought home a bottle from work cause one of the bands left it in the shower. my son has an extremely dry scalp but really oily hair. this shampoo gets his hair really clean and his scalp isn't dried out. he can go 2-3 days between washes and his scalp never itches. it is a godsend.,Maui Moisture,All Products,5,coily,medium,dry scalp,dryness
"Maui Moisture Moisture Detoxifying + Volcanic Ash Conditioner - black , 13 Fl Oz",5.0 out of 5 stars,the most important thing about this product was the way it made my hair feel and look .,"after using this shampoo i notice a pretty scent in the air and realized it was my hair from this shampoo . then when my hair dryer my hair looked and felt fuller , and the textureof my hair was amazing soft and silky and i was hooked ! i absolutely love this stuff !  i also find it at wal-mart sometimes , but had to find and buy it on good ole amazon !",Maui Moisture,All Products,5,curly,medium,sensitive scalp,dryness
"Maui Moisture Moisture Detoxifying + Volcanic Ash Conditioner - black , 13 Fl Oz",5.0 out of 5 stars,very satisfied,was delivered quickly. i love this product!!!!,Maui Moisture,All Products,5,straight,fine,dry scalp,"shine, volume, color-treated"
"Maui Moisture Moisture Detoxifying + Volcanic Ash Conditioner - black , 13 Fl Oz",5.0 out of 5 stars,great products,i love all of the maui products they work great in your hair. not oily  is going instantly into your hair you can see the difference,Maui Moisture,All Products,5,4c,medium,,"shine, volume"
"Maui Moisture Moisture Detoxifying + Volcanic Ash Conditioner - black , 13 Fl Oz",5.0 out of 5 stars,"my suggestion, is to buy every single product this company has to offer as far as body and hair care",this stuff is absolutely fabulous. it makes your hair feel like silk. my hair tends to be a little on the dry frizzy side and this takes care of it all. i have bought every single one of their products that they offer. don’t hesitate to buy.,Maui Moisture,All Products,5,coily,medium,,"frizz, dryness"
"Maui Moisture Moisture Detoxifying + Volcanic Ash Conditioner - black , 13 Fl Oz",5.0 out of 5 stars,moisture rich!,bought this product to help my husband with his extremely dry scalp- we were even thinking it could be eczema! this conditioning mask has helped tremendously. nice & thick with a pleasant smell & soothing,Maui Moisture,All Products,5,4c,fine,dry scalp,dryness
"Maui Moisture Moisture Detoxifying + Volcanic Ash Conditioner - black , 13 Fl Oz",2.0 out of 5 stars,drying,this shampoo and conditioner made my hair feel extremely dry and frizzy.,Maui Moisture,All Products,2,3b,medium,flaky scalp,"frizz, dryness"
